disease	drug	proximity	pval
Hemorrhagic Fever, Ebola	ergoloid mesylate	2.862068966	0.999999367
Hemorrhagic Fever, Ebola	ergometrine	3	0.921867341
Hemorrhagic Fever, Ebola	ergotamine	2.75	0.999003788
Hemorrhagic Fever, Ebola	eribulin	2	0.361465073
Hemorrhagic Fever, Ebola	erlotinib	2	0.480136231
Hemorrhagic Fever, Ebola	erythrityl tetranitrate	2	0.1837376
Hemorrhagic Fever, Ebola	erythromycin	2.5	0.79986398
Hemorrhagic Fever, Ebola	erythropoietin	2	0.384606001
Hemorrhagic Fever, Ebola	escitalopram	2.533333333	0.925191289
Hemorrhagic Fever, Ebola	esculin	2	0.56945295
Hemorrhagic Fever, Ebola	esketamine	2.2	0.496449543
Hemorrhagic Fever, Ebola	eslicarbazepine	3	0.864662151
Hemorrhagic Fever, Ebola	eslicarbazepine acetate	3	0.883678926
Hemorrhagic Fever, Ebola	esmolol	2	0.363244662
Hemorrhagic Fever, Ebola	esomeprazole	2.5	0.787762564
Hemorrhagic Fever, Ebola	estazolam	2.266666667	0.045371721
Hemorrhagic Fever, Ebola	estradiol	2.142857143	0.706960641
Hemorrhagic Fever, Ebola	estradiol acetate	2.142857143	0.667412181
Hemorrhagic Fever, Ebola	estradiol benzoate	2.142857143	0.679879189
Hemorrhagic Fever, Ebola	estradiol cypionate	2.142857143	0.726763435
Hemorrhagic Fever, Ebola	estradiol dienanthate	2.142857143	0.706920408
Hemorrhagic Fever, Ebola	estradiol valerate	2.142857143	0.73004186
Hemorrhagic Fever, Ebola	estramustine	2	0.511708609
Hemorrhagic Fever, Ebola	estriol	2.333333333	0.99669903
Hemorrhagic Fever, Ebola	estrone	2.4	0.992984687
Hemorrhagic Fever, Ebola	estrone sulfate	2	0.660379201
Hemorrhagic Fever, Ebola	eszopiclone	2.307692308	0.090543306
Hemorrhagic Fever, Ebola	etacrynic acid	2.25	0.71885515
Hemorrhagic Fever, Ebola	etafedrine	2	0.56945295
Hemorrhagic Fever, Ebola	etanercept	2.615384615	0.998313407
Hemorrhagic Fever, Ebola	etelcalcetide	2	0.282829544
Hemorrhagic Fever, Ebola	ethanol	2.590909091	0.949036339
Hemorrhagic Fever, Ebola	ethanolamine oleate	2	0.332054137
Hemorrhagic Fever, Ebola	ethchlorvynol	2.307692308	0.080350819
Hemorrhagic Fever, Ebola	ethinamate	2.5	0.625042839
Hemorrhagic Fever, Ebola	ethinylestradiol	2.333333333	0.954426703
Hemorrhagic Fever, Ebola	ethosuximide	3	0.821212615
Hemorrhagic Fever, Ebola	ethotoin	2	0.303301766
Hemorrhagic Fever, Ebola	ethynodiol diacetate	2	0.602636553
Hemorrhagic Fever, Ebola	etidronic acid	2	0.314940479
Hemorrhagic Fever, Ebola	etodolac	2.333333333	0.779272604
Hemorrhagic Fever, Ebola	etomidate	2.357142857	0.133428001
Hemorrhagic Fever, Ebola	etonogestrel	2	0.585500004
Hemorrhagic Fever, Ebola	etoposide	2	0.463996416
Hemorrhagic Fever, Ebola	etoricoxib	2	0.332054137
Hemorrhagic Fever, Ebola	eugenol	2	0.258651117
Hemorrhagic Fever, Ebola	everolimus	2	0.539827837
Hemorrhagic Fever, Ebola	exemestane	3	0.816334803
Hemorrhagic Fever, Ebola	exenatide	2	0.400760484
Hemorrhagic Fever, Ebola	ezetimibe	2.666666667	0.646062009
Hemorrhagic Fever, Ebola	ezogabine	2.75	0.881284604
Hemorrhagic Fever, Ebola	famotidine	3	0.616620673
Hemorrhagic Fever, Ebola	febuxostat	2	0.183665197
Hemorrhagic Fever, Ebola	fedratinib	2	0.321354221
Hemorrhagic Fever, Ebola	felbamate	2	0.187625218
Hemorrhagic Fever, Ebola	felodipine	2.538461538	0.858319297
Hemorrhagic Fever, Ebola	fenfluramine	2.5	0.836251672
Hemorrhagic Fever, Ebola	fenofibrate	2.333333333	0.707782497
Hemorrhagic Fever, Ebola	fenofibric acid	2.4	0.947028136
Hemorrhagic Fever, Ebola	fenoldopam	2.875	0.998322104
Hemorrhagic Fever, Ebola	fenoprofen	2.25	0.768649129
Hemorrhagic Fever, Ebola	fenoterol	2.333333333	0.712067628
Hemorrhagic Fever, Ebola	fentanyl	2	0.169504406
Hemorrhagic Fever, Ebola	ferric cation	2	0.392435669
Hemorrhagic Fever, Ebola	ferric pyrophosphate citrate	2.4	0.785714971
Hemorrhagic Fever, Ebola	ferrous ascorbate	2.285714286	0.653268933
Hemorrhagic Fever, Ebola	ferrous fumarate	2.285714286	0.652704677
Hemorrhagic Fever, Ebola	ferrous gluconate	2.285714286	0.64099391
Hemorrhagic Fever, Ebola	ferrous glycine sulfate	2.285714286	0.628427317
Hemorrhagic Fever, Ebola	ferrous succinate	2.285714286	0.676457398
Hemorrhagic Fever, Ebola	fesoterodine	3	0.976414776
Hemorrhagic Fever, Ebola	fexofenadine	2	0.193738942
Hemorrhagic Fever, Ebola	filgrastim	2.5	0.97336023
Hemorrhagic Fever, Ebola	finafloxacin	2	0.5
Hemorrhagic Fever, Ebola	fingolimod	2.5	0.882605947
Hemorrhagic Fever, Ebola	fish oil	2.730769231	0.99999007
Hemorrhagic Fever, Ebola	flavin adenine dinucleotide	2.153846154	0.034505677
Hemorrhagic Fever, Ebola	flavin mononucleotide	2.1	0.123553911
Hemorrhagic Fever, Ebola	flavone	2	0.112494401
Hemorrhagic Fever, Ebola	flavoxate	3	0.962999515
Hemorrhagic Fever, Ebola	flecainide	2.25	0.613031177
Hemorrhagic Fever, Ebola	flibanserin	2.333333333	0.676702654
Hemorrhagic Fever, Ebola	florbetaben (18f)	1	0.25241154
Hemorrhagic Fever, Ebola	florbetapir (18f)	1	0.237569428
Hemorrhagic Fever, Ebola	floxuridine	2	0.384606001
Hemorrhagic Fever, Ebola	fluciclovine (18f)	2.307692308	0.666808435
Hemorrhagic Fever, Ebola	flucytosine	2	0.477056881
Hemorrhagic Fever, Ebola	fludarabine	2	0.271418938
Hemorrhagic Fever, Ebola	fludrocortisone	2	0.391289447
Hemorrhagic Fever, Ebola	flufenamic acid	2.166666667	0.494998728
Hemorrhagic Fever, Ebola	flumazenil	2.307692308	0.044318407
Hemorrhagic Fever, Ebola	flunarizine	2.6	0.897148607
Hemorrhagic Fever, Ebola	flunisolide	2	0.539827837
Hemorrhagic Fever, Ebola	flunitrazepam	2.222222222	0.045548717
Hemorrhagic Fever, Ebola	fluocinolone acetonide	2	0.212591363
Hemorrhagic Fever, Ebola	fluocinonide	2	0.267469697
Hemorrhagic Fever, Ebola	fluorometholone	2	0.556515708
Hemorrhagic Fever, Ebola	fluorouracil	2	0.337981481
Hemorrhagic Fever, Ebola	fluoxetine	2.571428571	0.903878995
Hemorrhagic Fever, Ebola	fluoxymesterone	2.2	0.770841153
Hemorrhagic Fever, Ebola	flupentixol	3	0.999767918
Hemorrhagic Fever, Ebola	fluphenazine	2.5	0.983297468
Hemorrhagic Fever, Ebola	flurandrenolide	2	0.56945295
Hemorrhagic Fever, Ebola	flurazepam	2.266666667	0.055479373
Hemorrhagic Fever, Ebola	flurbiprofen	2.5	0.782538481
Hemorrhagic Fever, Ebola	fluspirilene	3	0.983287957
Hemorrhagic Fever, Ebola	flutamide	2	0.359024167
Hemorrhagic Fever, Ebola	flutemetamol (18f)	1	0.218002487
Hemorrhagic Fever, Ebola	fluticasone	2	0.326585214
Hemorrhagic Fever, Ebola	fluticasone furoate	2	0.449519206
Hemorrhagic Fever, Ebola	fluticasone propionate	2	0.357678435
Hemorrhagic Fever, Ebola	fluvastatin	2	0.315277677
Hemorrhagic Fever, Ebola	fluvoxamine	2	0.237051705
Hemorrhagic Fever, Ebola	folic acid	2.5	0.533609666
Hemorrhagic Fever, Ebola	follitropin	2	0.314940479
Hemorrhagic Fever, Ebola	fondaparinux	2.5	0.793285612
Hemorrhagic Fever, Ebola	foreskin fibroblast (neonatal)	2.2	0.597090561
Hemorrhagic Fever, Ebola	foreskin keratinocyte (neonatal)	2.272727273	0.852207005
Hemorrhagic Fever, Ebola	formoterol	2.333333333	0.682030489
Hemorrhagic Fever, Ebola	fosinopril	2	0.262421471
Hemorrhagic Fever, Ebola	fosnetupitant	3	0.912440762
Hemorrhagic Fever, Ebola	fosphenytoin	2	0.363244662
Hemorrhagic Fever, Ebola	fospropofol	2	0.181837392
Hemorrhagic Fever, Ebola	fostamatinib	2.138513514	0.453795733
Hemorrhagic Fever, Ebola	framycetin	2	0.43054705
Hemorrhagic Fever, Ebola	fremanezumab	3	0.926530812
Hemorrhagic Fever, Ebola	frovatriptan	3	0.912847898
Hemorrhagic Fever, Ebola	fructose	3	0.893318648
Hemorrhagic Fever, Ebola	fulvestrant	2	0.590280184
Hemorrhagic Fever, Ebola	furosemide	2.5	0.70285172
Hemorrhagic Fever, Ebola	gabapentin	2.666666667	0.854700207
Hemorrhagic Fever, Ebola	gabapentin enacarbil	2.5	0.307888958
Hemorrhagic Fever, Ebola	gadopentetic acid	2	0.397363447
Hemorrhagic Fever, Ebola	galantamine	2.8	0.982025889
Hemorrhagic Fever, Ebola	galcanezumab	3	0.912440762
Hemorrhagic Fever, Ebola	gallamine triethiodide	3	0.978658899
Hemorrhagic Fever, Ebola	gallium nitrate	2.5	0.950034903
Hemorrhagic Fever, Ebola	galsulfase	2	0.424072651
Hemorrhagic Fever, Ebola	gamma-aminobutyric acid	2.333333333	0.406249173
Hemorrhagic Fever, Ebola	gamma-hydroxybutyric acid	2.5	0.417996765
Hemorrhagic Fever, Ebola	ganirelix	3	0.780705359
Hemorrhagic Fever, Ebola	gefitinib	2	0.607564331
Hemorrhagic Fever, Ebola	gemcitabine	2	0.210400037
Hemorrhagic Fever, Ebola	gemeprost	2.5	0.682030489
Hemorrhagic Fever, Ebola	gemfibrozil	2	0.096823216
Hemorrhagic Fever, Ebola	gemtuzumab ozogamicin	2.636363636	0.996168337
Hemorrhagic Fever, Ebola	gentamicin	2	0.237051705
Hemorrhagic Fever, Ebola	gestrinone	2.333333333	0.971992974
Hemorrhagic Fever, Ebola	gilteritinib	2.833333333	0.999405564
Hemorrhagic Fever, Ebola	gimeracil	2	0.174385383
Hemorrhagic Fever, Ebola	ginkgo biloba	2.2	0.250558173
Hemorrhagic Fever, Ebola	ginseng	2.333333333	0.689481932
Hemorrhagic Fever, Ebola	glasdegib	2	0.277669818
Hemorrhagic Fever, Ebola	glatiramer	2	0.363244662
Hemorrhagic Fever, Ebola	gliclazide	2.5	0.804647084
Hemorrhagic Fever, Ebola	glimepiride	2.666666667	0.861176492
Hemorrhagic Fever, Ebola	glipizide	2.5	0.828106557
Hemorrhagic Fever, Ebola	gliquidone	3.5	0.995917837
Hemorrhagic Fever, Ebola	glucagon	2.333333333	0.482618841
Hemorrhagic Fever, Ebola	gluconolactone	3	0.817400336
Hemorrhagic Fever, Ebola	glucosamine	2.5	0.98971014
Hemorrhagic Fever, Ebola	glutamic acid	2.343283582	0.474181199
Hemorrhagic Fever, Ebola	glutathione	2.315789474	0.238611936
Hemorrhagic Fever, Ebola	glutathione disulfide	2	0.110215911
Hemorrhagic Fever, Ebola	glutethimide	2.307692308	0.062206832
Hemorrhagic Fever, Ebola	glyburide	2.555555556	0.898576117
Hemorrhagic Fever, Ebola	glycerin	2.25	0.742686228
Hemorrhagic Fever, Ebola	glycine	2.56	0.965727971
Hemorrhagic Fever, Ebola	glycine betaine	2	0.414499996
Hemorrhagic Fever, Ebola	glycol salicylate	2.5	0.828566197
Hemorrhagic Fever, Ebola	glycolic acid	3	0.996474635
Hemorrhagic Fever, Ebola	glycopyrronium	3	0.993230499
Hemorrhagic Fever, Ebola	glycyrrhizic acid	2.166666667	0.650159383
Hemorrhagic Fever, Ebola	glymidine	2.5	0.68106491
Hemorrhagic Fever, Ebola	golimumab	2	0.443484292
Hemorrhagic Fever, Ebola	golodirsen	2	0.384606001
Hemorrhagic Fever, Ebola	gonadorelin	3	0.722788019
Hemorrhagic Fever, Ebola	goserelin	2.5	0.584971199
Hemorrhagic Fever, Ebola	granisetron	3	0.842930671
Hemorrhagic Fever, Ebola	griseofulvin	2	0.188495386
Hemorrhagic Fever, Ebola	guaiacol	2	0.580471939
Hemorrhagic Fever, Ebola	guaifenesin	2.285714286	0.634174549
Hemorrhagic Fever, Ebola	guanabenz	3	0.970402337
Hemorrhagic Fever, Ebola	guanadrel	2	0.198581894
Hemorrhagic Fever, Ebola	guanethidine	2	0.198581894
Hemorrhagic Fever, Ebola	guanfacine	3	0.978312564
Hemorrhagic Fever, Ebola	guanidine	2.25	0.347455121
Hemorrhagic Fever, Ebola	guselkumab	3	0.898414004
Hemorrhagic Fever, Ebola	halazepam	2.266666667	0.055465768
Hemorrhagic Fever, Ebola	halcinonide	2	0.237569428
Hemorrhagic Fever, Ebola	halofantrine	2	0.370072068
Hemorrhagic Fever, Ebola	haloperidol	2.722222222	0.999542782
Hemorrhagic Fever, Ebola	halothane	2.333333333	0.170151927
Hemorrhagic Fever, Ebola	heparin	2.5	0.983713233
Hemorrhagic Fever, Ebola	hesperidin	2	0.556515708
Hemorrhagic Fever, Ebola	hexachlorophene	2.333333333	0.714040466
Hemorrhagic Fever, Ebola	hexafluronium	3	0.614578529
Hemorrhagic Fever, Ebola	hexocyclium	3	0.989464733
Hemorrhagic Fever, Ebola	hexylcaine	2.5	0.622825128
Hemorrhagic Fever, Ebola	hexylresorcinol	2	0.217461519
Hemorrhagic Fever, Ebola	histamine	2.8	0.868477718
Hemorrhagic Fever, Ebola	histrelin	3	0.739863102
Hemorrhagic Fever, Ebola	homatropine	3	0.982435526
Hemorrhagic Fever, Ebola	homatropine methylbromide	3	0.986708948
Hemorrhagic Fever, Ebola	homosalate	2	0.615393999
Hemorrhagic Fever, Ebola	human c1-esterase inhibitor	2.666666667	0.997530603
Hemorrhagic Fever, Ebola	human calcitonin	2	0.539827837
Hemorrhagic Fever, Ebola	human immunoglobulin g	2.6	0.986022071
Hemorrhagic Fever, Ebola	human thrombin	2.75	0.997360078
Hemorrhagic Fever, Ebola	huperzine a	2	0.262421471
Hemorrhagic Fever, Ebola	hyaluronic acid	2.25	0.435171703
Hemorrhagic Fever, Ebola	hydralazine	2.333333333	0.783007914
Hemorrhagic Fever, Ebola	hydrochlorothiazide	2	0.192696226
Hemorrhagic Fever, Ebola	hydrocodone	2	0.189980416
Hemorrhagic Fever, Ebola	hydrocortamate	2	0.580471939
Hemorrhagic Fever, Ebola	hydrocortisone	2	0.423762098
Hemorrhagic Fever, Ebola	hydrocortisone acetate	2.333333333	0.825770657
Hemorrhagic Fever, Ebola	hydrocortisone butyrate	2.333333333	0.818995233
Hemorrhagic Fever, Ebola	hydrocortisone cypionate	2.333333333	0.865563406
Hemorrhagic Fever, Ebola	hydrocortisone phosphate	2.333333333	0.780705359
Hemorrhagic Fever, Ebola	hydrocortisone probutate	2.333333333	0.79509194
Hemorrhagic Fever, Ebola	hydrocortisone valerate	2.333333333	0.831834218
Hemorrhagic Fever, Ebola	hydroflumethiazide	2.375	0.730311442
Hemorrhagic Fever, Ebola	hydromorphone	2	0.210400037
Hemorrhagic Fever, Ebola	hydroquinone	2	0.209707965
Hemorrhagic Fever, Ebola	hydroxocobalamin	2.777777778	0.944552166
Hemorrhagic Fever, Ebola	hydroxychloroquine	2.5	0.811511449
Hemorrhagic Fever, Ebola	hydroxyprogesterone caproate	2	0.460172163
Hemorrhagic Fever, Ebola	hydroxyurea	2	0.384606001
Hemorrhagic Fever, Ebola	hydroxyzine	2	0.208279972
Hemorrhagic Fever, Ebola	hyoscyamine	3	0.989275177
Hemorrhagic Fever, Ebola	hypromellose	2	0.140507573
Hemorrhagic Fever, Ebola	ibalizumab	2	0.370481804
Hemorrhagic Fever, Ebola	ibandronate	2	0.309420466
Hemorrhagic Fever, Ebola	ibritumomab tiuxetan	2.636363636	0.991280797
Hemorrhagic Fever, Ebola	ibrutinib	2	0.539827837
Hemorrhagic Fever, Ebola	ibuprofen	2.4	0.964518617
Hemorrhagic Fever, Ebola	ibutilide	2.5	0.617638559
Hemorrhagic Fever, Ebola	icatibant	2.5	0.622556128
Hemorrhagic Fever, Ebola	icosapent	2.363636364	0.898775281
Hemorrhagic Fever, Ebola	idelalisib	2	0.314940479
Hemorrhagic Fever, Ebola	idursulfase	2	0.397363447
Hemorrhagic Fever, Ebola	ifenprodil	2	0.39862619
Hemorrhagic Fever, Ebola	ifosfamide	2	0.350260214
Hemorrhagic Fever, Ebola	iloperidone	2.727272727	0.999441511
Hemorrhagic Fever, Ebola	iloprost	2.375	0.660255766
Hemorrhagic Fever, Ebola	imatinib	2	0.327665827
Hemorrhagic Fever, Ebola	imipramine	2.68	0.99973951
Hemorrhagic Fever, Ebola	imiquimod	3	0.929661871
Hemorrhagic Fever, Ebola	indapamide	2	0.326246672
Hemorrhagic Fever, Ebola	indecainide	2	0.326246672
Hemorrhagic Fever, Ebola	indigotindisulfonic acid	2.714285714	0.979003715
Hemorrhagic Fever, Ebola	indomethacin	2.444444444	0.855498036
Hemorrhagic Fever, Ebola	infliximab	2	0.5
Hemorrhagic Fever, Ebola	ingenol mebutate	1.5	0.000778463
Hemorrhagic Fever, Ebola	inotuzumab ozogamicin	2	0.314940479
Hemorrhagic Fever, Ebola	insulin aspart	2	0.392435669
Hemorrhagic Fever, Ebola	insulin degludec	2	0.40665171
Hemorrhagic Fever, Ebola	insulin detemir	2	0.446420795
Hemorrhagic Fever, Ebola	insulin glargine	2	0.454795947
Hemorrhagic Fever, Ebola	insulin glulisine	2	0.377174872
Hemorrhagic Fever, Ebola	insulin human	2	0.292980198
Hemorrhagic Fever, Ebola	insulin lispro	2	0.414499996
Hemorrhagic Fever, Ebola	insulin pork	2.266666667	0.696355468
Hemorrhagic Fever, Ebola	interferon alfa-2a, recombinant	2	0.275256207
Hemorrhagic Fever, Ebola	interferon alfa-2b	2	0.295939517
Hemorrhagic Fever, Ebola	interferon alfa-n1	2	0.297781794
Hemorrhagic Fever, Ebola	interferon alfa-n3	2	0.287885505
Hemorrhagic Fever, Ebola	interferon alfacon-1	2	0.261811661
Hemorrhagic Fever, Ebola	interferon beta-1a	2	0.292508808
Hemorrhagic Fever, Ebola	interferon beta-1b	2	0.287885505
Hemorrhagic Fever, Ebola	interferon gamma-1b	2.5	0.811511449
Hemorrhagic Fever, Ebola	iopodic acid	2	0.179222586
Hemorrhagic Fever, Ebola	ipilimumab	2	0.309420466
Hemorrhagic Fever, Ebola	ipratropium	3	0.990613871
Hemorrhagic Fever, Ebola	irbesartan	2	0.417763437
Hemorrhagic Fever, Ebola	irinotecan	2.5	0.568367902
Hemorrhagic Fever, Ebola	iron	2.285714286	0.665753098
Hemorrhagic Fever, Ebola	iron dextran	2.4	0.817140984
Hemorrhagic Fever, Ebola	iron sucrose	3	0.923222294
Hemorrhagic Fever, Ebola	isavuconazole	2.444444444	0.92363292
Hemorrhagic Fever, Ebola	isocarboxazid	2	0.095975611
Hemorrhagic Fever, Ebola	isoetharine	2	0.347131708
Hemorrhagic Fever, Ebola	isoflurane	2.35	0.218042083
Hemorrhagic Fever, Ebola	isoflurophate	2.666666667	0.839998021
Hemorrhagic Fever, Ebola	isometheptene	2.5	0.654446164
Hemorrhagic Fever, Ebola	isoniazid	2.75	0.852676597
Hemorrhagic Fever, Ebola	isoprenaline	2.25	0.957683068
Hemorrhagic Fever, Ebola	isopropamide	3	0.949462974
Hemorrhagic Fever, Ebola	isopropyl alcohol	2.214285714	0.37722924
Hemorrhagic Fever, Ebola	isosorbide	2	0.320545911
Hemorrhagic Fever, Ebola	isosorbide dinitrate	2	0.247443801
Hemorrhagic Fever, Ebola	isosorbide mononitrate	2	0.222876455
Hemorrhagic Fever, Ebola	isotretinoin	2	0.384606001
Hemorrhagic Fever, Ebola	isradipine	2.714285714	0.906632231
Hemorrhagic Fever, Ebola	istradefylline	3	0.996479577
Hemorrhagic Fever, Ebola	itraconazole	2	0.222400506
Hemorrhagic Fever, Ebola	ivabradine	2	0.213137498
Hemorrhagic Fever, Ebola	ivacaftor	2	0.414499996
Hemorrhagic Fever, Ebola	ivermectin	2	0.232155177
Hemorrhagic Fever, Ebola	ivosidenib	2	0.370072068
Hemorrhagic Fever, Ebola	ixabepilone	2	0.389537016
Hemorrhagic Fever, Ebola	ixekizumab	2	0.202997535
Hemorrhagic Fever, Ebola	kappadione	2.714285714	0.998901595
Hemorrhagic Fever, Ebola	ketamine	2.652173913	0.991327481
Hemorrhagic Fever, Ebola	ketazolam	2.2	0.096485011
Hemorrhagic Fever, Ebola	ketoconazole	2.2	0.85898277
Hemorrhagic Fever, Ebola	ketoprofen	2.666666667	0.967051998
Hemorrhagic Fever, Ebola	ketorolac	2.5	0.864662151
Hemorrhagic Fever, Ebola	ketotifen	2	0.133065005
Hemorrhagic Fever, Ebola	keyhole limpet hemocyanin	3	0.917168875
Hemorrhagic Fever, Ebola	l-glutamine	2	0.248250991
Hemorrhagic Fever, Ebola	l-lysine	2	0.123414547
Hemorrhagic Fever, Ebola	labetalol	2.4	0.828883079
Hemorrhagic Fever, Ebola	lacidipine	2.666666667	0.979553988
Hemorrhagic Fever, Ebola	lacosamide	3	0.912132832
Hemorrhagic Fever, Ebola	lactose	2	0.211384818
Hemorrhagic Fever, Ebola	lamotrigine	2.59375	0.957253545
Hemorrhagic Fever, Ebola	lanadelumab	3	0.926530812
Hemorrhagic Fever, Ebola	lanreotide	2	0.184060125
Hemorrhagic Fever, Ebola	lansoprazole	2	0.328170027
Hemorrhagic Fever, Ebola	lapatinib	2	0.643348413
Hemorrhagic Fever, Ebola	larotrectinib	2	0.315277677
Hemorrhagic Fever, Ebola	lasmiditan	3	0.641997602
Hemorrhagic Fever, Ebola	lasofoxifene	2.333333333	0.733024222
Hemorrhagic Fever, Ebola	latanoprost	3	0.84532061
Hemorrhagic Fever, Ebola	latanoprostene bunod	3	0.878848306
Hemorrhagic Fever, Ebola	lauric acid	2.5	0.869702555
Hemorrhagic Fever, Ebola	leflunomide	2	0.275256207
Hemorrhagic Fever, Ebola	lemborexant	3	0.899419522
Hemorrhagic Fever, Ebola	lenalidomide	2	0.199570668
Hemorrhagic Fever, Ebola	lenograstim	2	0.332054137
Hemorrhagic Fever, Ebola	lenvatinib	2.1	0.632111562
Hemorrhagic Fever, Ebola	lepirudin	3	0.988804402
Hemorrhagic Fever, Ebola	lercanidipine	3	0.554354983
Hemorrhagic Fever, Ebola	lesinurad	3	0.862530964
Hemorrhagic Fever, Ebola	letrozole	3	0.84532061
Hemorrhagic Fever, Ebola	leuprolide	3	0.721228136
Hemorrhagic Fever, Ebola	levacetylmethadol	2.666666667	0.905012096
Hemorrhagic Fever, Ebola	levallorphan	2	0.368095262
Hemorrhagic Fever, Ebola	levamisole	2.5	0.44633093
Hemorrhagic Fever, Ebola	levamlodipine	2.25	0.641756531
Hemorrhagic Fever, Ebola	levetiracetam	2	0.184060125
Hemorrhagic Fever, Ebola	levobetaxolol	2	0.356651587
Hemorrhagic Fever, Ebola	levobunolol	2	0.336722931
Hemorrhagic Fever, Ebola	levobupivacaine	3	0.771094023
Hemorrhagic Fever, Ebola	levocabastine	2.5	0.405999692
Hemorrhagic Fever, Ebola	levocarnitine	2.545454545	0.698504832
Hemorrhagic Fever, Ebola	levocetirizine	2	0.188898652
Hemorrhagic Fever, Ebola	levodopa	2.8	0.994788628
Hemorrhagic Fever, Ebola	levofloxacin	2	0.43054705
Hemorrhagic Fever, Ebola	levomenthol	2.538461538	0.847383198
Hemorrhagic Fever, Ebola	levomilnacipran	2	0.186446079
Hemorrhagic Fever, Ebola	levonordefrin	3	0.994496536
Hemorrhagic Fever, Ebola	levonorgestrel	2.2	0.996945409
Hemorrhagic Fever, Ebola	levorphanol	2	0.183054865
Hemorrhagic Fever, Ebola	levosalbutamol	2	0.580471939
Hemorrhagic Fever, Ebola	levosimendan	2.75	0.973939876
Hemorrhagic Fever, Ebola	levothyroxine	2	0.266975778
Hemorrhagic Fever, Ebola	lidocaine	2.666666667	0.98315138
Hemorrhagic Fever, Ebola	lifitegrast	2	0.288034908
Hemorrhagic Fever, Ebola	linaclotide	3	0.840487282
Hemorrhagic Fever, Ebola	linagliptin	3	0.996474635
Hemorrhagic Fever, Ebola	lindane	2.25	0.515748093
Hemorrhagic Fever, Ebola	liothyronine	2	0.315277677
Hemorrhagic Fever, Ebola	liotrix	2	0.353678383
Hemorrhagic Fever, Ebola	lipegfilgrastim	2	0.326246672
Hemorrhagic Fever, Ebola	lipoic acid	2	0.122161724
Hemorrhagic Fever, Ebola	liraglutide	2	0.392435669
Hemorrhagic Fever, Ebola	lisinopril	2.5	0.68106491
Hemorrhagic Fever, Ebola	lisuride	2.8	0.999894196
Hemorrhagic Fever, Ebola	lithium carbonate	2.25	0.482236285
Hemorrhagic Fever, Ebola	lithium citrate	2.25	0.474281867
Hemorrhagic Fever, Ebola	lixisenatide	2	0.414499996
Hemorrhagic Fever, Ebola	lofexidine	2.666666667	0.968592184
Hemorrhagic Fever, Ebola	lomefloxacin	2	0.419528061
Hemorrhagic Fever, Ebola	lomitapide	3	0.79986398
Hemorrhagic Fever, Ebola	lomustine	3	0.831834218
Hemorrhagic Fever, Ebola	lonoctocog alfa	2.181818182	0.60690933
Hemorrhagic Fever, Ebola	loperamide	2	0.144954076
Hemorrhagic Fever, Ebola	loratadine	2	0.241963652
Hemorrhagic Fever, Ebola	lorazepam	2.285714286	0.068608784
Hemorrhagic Fever, Ebola	lorcaserin	2	0.25241154
Hemorrhagic Fever, Ebola	lorlatinib	2	0.43054705
Hemorrhagic Fever, Ebola	lormetazepam	2.2	0.090567554
Hemorrhagic Fever, Ebola	lornoxicam	2.5	0.750075139
Hemorrhagic Fever, Ebola	lorpiprazole	2.6	0.973260926
Hemorrhagic Fever, Ebola	losartan	2	0.382088578
Hemorrhagic Fever, Ebola	loteprednol etabonate	2	0.556515708
Hemorrhagic Fever, Ebola	lovastatin	2	0.225582156
Hemorrhagic Fever, Ebola	loxapine	2.709677419	0.999966976
Hemorrhagic Fever, Ebola	loxoprofen	2.5	0.771514296
Hemorrhagic Fever, Ebola	lubiprostone	2	0.314940479
Hemorrhagic Fever, Ebola	lumacaftor	2	0.5
Hemorrhagic Fever, Ebola	lumateperone	2.6	0.993522428
Hemorrhagic Fever, Ebola	lumiracoxib	2.5	0.757079527
Hemorrhagic Fever, Ebola	lurasidone	2.833333333	0.9997059
Hemorrhagic Fever, Ebola	lusutrombopag	2	0.337981481
Hemorrhagic Fever, Ebola	lutetium lu 177 dotatate	2.8	0.971552949
Hemorrhagic Fever, Ebola	lutropin alfa	2	0.272551234
Hemorrhagic Fever, Ebola	lyme disease vaccine (recombinant ospa)	2	0.392435669
Hemorrhagic Fever, Ebola	lypressin	2	0.061859809
Hemorrhagic Fever, Ebola	macimorelin	3	0.778039143
Hemorrhagic Fever, Ebola	macitentan	2	0.208205291
Hemorrhagic Fever, Ebola	mafenide	3	0.917168875
Hemorrhagic Fever, Ebola	magnesium acetate	2	0.477056881
Hemorrhagic Fever, Ebola	magnesium acetate tetrahydrate	2.285714286	0.636433267
Hemorrhagic Fever, Ebola	magnesium carbonate	2.285714286	0.689783872
Hemorrhagic Fever, Ebola	magnesium cation	2	0.5
Hemorrhagic Fever, Ebola	magnesium sulfate	2.666666667	0.881587202
Hemorrhagic Fever, Ebola	malathion	3	0.612942442
Hemorrhagic Fever, Ebola	manganese	2.4	0.920215198
Hemorrhagic Fever, Ebola	manidipine	2.75	0.996350163
Hemorrhagic Fever, Ebola	maprotiline	2.764705882	0.999843758
Hemorrhagic Fever, Ebola	maraviroc	2	0.356651587
Hemorrhagic Fever, Ebola	masoprocol	2.5	0.993255993
Hemorrhagic Fever, Ebola	mazindol	2	0.067694183
Hemorrhagic Fever, Ebola	mebendazole	2	0.539827837
